dim	mo	k	n	amount	rem	act
goods	2026-02	1158	1	1840.00	720.00	1
goods	2026-02	116	2	890.00	141.00	1
goods	2026-02	1184	1	270.00	105.00	1
goods	2026-02	1190	2	1936.51	971.51	2
goods	2026-02	1191	5	3818.78	1071.39	4
goods	2026-02	1192	3	2205.00	1094.00	3
goods	2026-02	1193	6	5064.80	1728.40	5
goods	2026-02	1231	1	387.78	64.23	1
goods	2026-02	1238	1	751.00	303.00	1
goods	2026-02	1239	1	2156.98	794.86	1
goods	2026-02	1240	1	3982.00	1544.00	1
goods	2026-02	1243	2	899.50	171.50	1
goods	2026-02	1244	2	5440.00	3740.00	2
goods	2026-02	1245	2	5136.00	2900.00	2
goods	2026-02	1246	1	1807.02	678.51	1
goods	2026-02	1251	1	1497.00	595.00	1
goods	2026-02	1261	1	1899.00	528.00	1
goods	2026-02	1272	1	1260.00	501.00	1
goods	2026-02	1275	1	600.00	171.00	1
goods	2026-02	1294	1	1010.00	871.00	1
goods	2026-02	1298	1	1150.00	565.00	1
goods	2026-02	1308	1	3010.00	2160.00	1
goods	2026-02	1316	1	927.00	371.00	1
goods	2026-02	1321	1	368.00	0.00	0
goods	2026-02	1342	1	1597.00	455.00	1
goods	2026-02	1368	1	350.00	137.00	1
goods	2026-02	1373	1	1831.00	718.00	1
goods	2026-02	138	1	420.00	205.00	1
goods	2026-02	1382	1	1535.00	612.00	1
goods	2026-02	1386	1	2900.00	1680.00	1
goods	2026-02	1391	2	2764.00	860.00	2
goods	2026-02	1392	1	1210.00	360.00	1
goods	2026-02	1400	1	3169.00	1204.00	1
goods	2026-02	1407	1	1374.00	402.00	1
goods	2026-02	1417	1	340.00	132.00	1
goods	2026-02	1454	1	2135.41	1045.41	1
goods	2026-02	1467	3	2793.00	960.00	3
goods	2026-02	1468	1	1890.00	0.00	0
goods	2026-02	1469	1	1450.00	0.00	0
goods	2026-02	1470	1	1020.00	360.00	1
goods	2026-02	1471	2	2970.00	1024.00	2
goods	2026-02	1472	4	3218.50	1986.22	4
goods	2026-02	1473	1	820.00	800.00	1
goods	2026-02	1475	2	3653.00	1303.00	2
goods	2026-02	1479	1	2700.00	990.00	1
goods	2026-02	1480	1	510.00	200.00	1
goods	2026-02	1481	1	409.99	160.00	1
goods	2026-02	1489	1	250.00	0.00	0
goods	2026-02	149	1	290.00	78.00	1
goods	2026-02	1503	1	1150.00	339.00	1
goods	2026-02	1504	1	1144.78	677.88	1
goods	2026-02	1512	1	1410.00	414.00	1
goods	2026-02	1514	3	6146.07	3917.07	3
goods	2026-02	1521	1	1290.00	375.00	1
goods	2026-02	1523	3	2400.00	880.00	3
goods	2026-02	1545	3	2872.00	975.00	2
goods	2026-02	1546	1	1850.00	1600.00	1
goods	2026-02	1566	1	564.00	0.00	0
goods	2026-02	1569	1	1350.00	500.00	1
goods	2026-02	1584	1	349.00	136.00	1
goods	2026-02	1594	1	869.00	0.00	0
goods	2026-02	1595	7	1924.70	428.70	5
goods	2026-02	1596	2	2196.00	1084.00	2
goods	2026-02	1601	3	1198.00	273.00	1
goods	2026-02	1644	1	1750.00	692.00	1
goods	2026-02	1659	2	4909.00	1705.00	2
goods	2026-02	1662	2	3579.00	1786.96	2
goods	2026-02	1663	3	4475.00	1256.00	2
goods	2026-02	1667	4	9917.52	4228.95	4
goods	2026-02	1668	2	4075.00	1612.00	2
goods	2026-02	1673	1	1550.00	900.00	1
goods	2026-02	1723	2	1191.00	362.00	2
goods	2026-02	1727	1	1559.93	648.00	1
goods	2026-02	1729	1	1531.70	1043.40	1
goods	2026-02	1737	1	770.00	750.00	1
goods	2026-02	1742	1	572.00	0.00	0
goods	2026-02	1771	1	530.00	500.00	1
goods	2026-02	1795	1	590.00	240.00	1
goods	2026-02	1804	1	241.00	0.00	0
goods	2026-02	1811	1	2316.20	919.24	1
goods	2026-02	1818	2	880.00	159.00	1
goods	2026-02	1849	1	440.00	0.00	0
goods	2026-02	1867	1	280.00	0.00	0
goods	2026-02	1892	1	970.00	0.00	0
goods	2026-02	1903	2	867.00	539.00	2
goods	2026-02	1911	2	2410.00	1800.00	1
goods	2026-02	1915	2	3380.00	2059.00	2
goods	2026-02	1920	1	2540.00	1000.00	1
goods	2026-02	1935	1	2412.00	1876.00	1
goods	2026-02	1975	1	1310.00	375.00	1
goods	2026-02	1976	1	720.00	280.00	1
goods	2026-02	1978	2	2476.20	544.00	1
goods	2026-02	198	1	630.00	249.00	1
goods	2026-02	1990	1	2700.00	1950.00	1
goods	2026-02	1993	1	1070.00	300.00	1
goods	2026-02	1994	1	1510.00	600.00	1
goods	2026-02	1995	1	788.82	599.82	1
goods	2026-02	2003	3	6840.00	2402.00	3
goods	2026-02	2004	1	1040.00	300.00	1
goods	2026-02	2006	3	4390.00	1120.00	2
goods	2026-02	2008	1	1050.00	350.00	1
goods	2026-02	2012	1	700.00	277.00	1
goods	2026-02	2013	1	4900.00	1788.00	1
goods	2026-02	2029	1	1300.00	875.00	1
goods	2026-02	2037	1	1880.00	715.00	1
goods	2026-02	2043	1	1875.00	829.00	1
goods	2026-02	2044	1	2270.00	1890.00	1
goods	2026-02	2046	3	5052.02	1148.51	2
goods	2026-02	2047	4	5311.00	1540.00	3
goods	2026-02	2048	2	3210.00	1567.22	2
goods	2026-02	2052	1	1440.00	1300.00	1
goods	2026-02	2054	2	4536.00	1048.00	1
goods	2026-02	2061	30	47394.62	28691.97	28
goods	2026-02	2122	1	1770.00	1020.00	1
goods	2026-02	2123	1	1890.00	753.00	1
goods	2026-02	2124	2	3853.00	1689.00	2
goods	2026-02	2125	38	24680.18	11369.98	36
goods	2026-02	2126	4	2197.00	450.00	2
goods	2026-02	2127	11	6451.79	3099.97	11
goods	2026-02	2146	1	2780.00	1298.00	1
goods	2026-02	2147	1	1050.00	475.00	1
goods	2026-02	2154	1	2180.00	840.00	1
goods	2026-02	2158	1	1704.00	667.00	1
goods	2026-02	2159	1	1876.00	740.00	1
goods	2026-02	2161	1	380.00	0.00	0
goods	2026-02	2163	2	820.00	400.00	1
goods	2026-02	2170	20	15102.25	7420.36	19
goods	2026-02	2171	1	364.00	109.00	1
goods	2026-02	2182	1	860.00	341.00	1
goods	2026-02	2183	1	857.00	675.00	1
goods	2026-02	2236	1	1669.00	805.00	1
goods	2026-02	2241	1	1570.00	1216.00	1
goods	2026-02	2242	2	2988.00	1958.00	2
goods	2026-02	2243	1	1009.40	400.00	1
goods	2026-02	2245	1	1040.00	600.00	1
goods	2026-02	2246	1	1200.00	477.00	1
goods	2026-02	232	1	940.00	373.00	1
goods	2026-02	235	2	3395.42	0.00	0
goods	2026-02	2489	93	103754.99	54445.87	88
goods	2026-02	251	1	780.00	765.00	1
goods	2026-02	256	1	960.00	381.00	1
goods	2026-02	2570	34	54166.82	31531.98	32
goods	2026-02	259	4	7122.00	2120.00	3
goods	2026-02	265	1	1210.00	472.00	1
goods	2026-02	268	2	1588.00	480.00	1
goods	2026-02	275	2	2715.00	1035.00	2
goods	2026-02	310	1	694.00	324.00	1
goods	2026-02	311	2	1155.00	695.00	2
goods	2026-02	319	1	700.00	268.00	1
goods	2026-02	331	1	1640.00	1590.00	1
goods	2026-02	333	1	452.00	137.00	1
goods	2026-02	338	1	1880.00	567.00	1
goods	2026-02	340	2	3410.00	1960.00	2
goods	2026-02	341	1	1580.00	780.00	1
goods	2026-02	342	1	1550.00	450.00	1
goods	2026-02	346	1	780.00	608.00	1
goods	2026-02	350	1	1506.00	740.00	1
goods	2026-02	353	1	452.76	0.00	0
goods	2026-02	3533	1	3319.77	894.13	1
goods	2026-02	363	1	258.68	0.00	0
goods	2026-02	378	1	4020.00	2700.00	1
goods	2026-02	381	1	290.00	0.00	0
goods	2026-02	412	3	2272.00	873.00	3
goods	2026-02	413	2	1258.80	435.00	1
goods	2026-02	414	1	867.00	251.00	1
goods	2026-02	417	1	1193.00	401.00	1
goods	2026-02	422	1	4710.00	1620.00	1
goods	2026-02	426	3	2875.00	1426.00	3
goods	2026-02	427	5	4713.00	1830.00	4
goods	2026-02	4339	1	391.04	0.00	0
goods	2026-02	435	2	4265.00	2493.00	2
goods	2026-02	436	2	1413.76	293.19	1
goods	2026-02	443	1	769.75	309.00	1
goods	2026-02	456	1	560.00	221.00	1
goods	2026-02	459	1	446.99	175.03	1
goods	2026-02	460	1	451.00	180.00	1
goods	2026-02	463	1	1490.00	640.00	1
goods	2026-02	477	1	1230.00	751.00	1
goods	2026-02	500	1	1448.00	700.00	1
goods	2026-02	5047	1	1720.00	680.00	1
goods	2026-02	514	1	800.00	352.00	1
goods	2026-02	531	1	1030.00	148.00	1
goods	2026-02	533	1	290.00	280.00	1
goods	2026-02	537	1	1091.24	707.63	1
goods	2026-02	539	1	390.00	105.00	1
goods	2026-02	541	1	472.00	140.00	1
goods	2026-02	600	1	412.66	156.66	1
goods	2026-02	608	1	1480.00	560.00	1
goods	2026-02	613	1	660.00	540.00	1
goods	2026-02	624	1	1740.00	850.00	1
goods	2026-02	626	1	2400.00	880.00	1
goods	2026-02	648	1	526.00	238.00	1
goods	2026-02	649	3	6212.65	2411.00	3
goods	2026-02	654	1	1916.00	727.00	1
goods	2026-02	660	2	3691.00	2452.00	2
goods	2026-02	663	1	2137.00	630.00	1
goods	2026-02	683	1	1770.00	700.00	1
goods	2026-02	685	2	2560.00	500.00	1
goods	2026-02	686	1	2260.00	2200.00	1
goods	2026-02	687	1	2170.00	1680.00	1
goods	2026-02	688	1	1409.76	941.76	1
goods	2026-02	692	1	1810.00	537.00	1
goods	2026-02	697	1	9765.00	2933.00	1
goods	2026-02	720	1	1747.00	596.00	1
goods	2026-02	722	1	475.30	358.15	1
goods	2026-02	726	1	866.00	368.00	1
goods	2026-02	746	1	2860.00	1120.00	1
goods	2026-02	747	2	3862.00	1387.00	2
goods	2026-02	749	4	3019.00	878.00	4
goods	2026-02	756	1	1220.00	540.00	1
goods	2026-02	766	1	945.00	375.00	1
goods	2026-02	783	5	12132.01	2578.67	3
goods	2026-02	816	4	4628.83	2033.94	4
goods	2026-02	817	1	1530.00	0.00	0
goods	2026-02	826	1	1159.46	439.46	1
goods	2026-02	832	1	790.00	313.00	1
goods	2026-02	833	1	488.00	156.00	1
goods	2026-02	840	1	1640.00	1120.00	1
goods	2026-02	843	6	5525.72	2403.86	5
goods	2026-02	848	1	1009.43	439.81	1
goods	2026-02	862	5	2890.00	857.50	4
goods	2026-02	866	5	7076.00	2490.00	5
goods	2026-02	880	3	3476.00	1262.00	3
goods	2026-02	883	1	2130.00	800.00	1
goods	2026-02	892	1	1326.00	403.00	1
goods	2026-02	895	1	860.00	320.00	1
goods	2026-02	900	1	917.06	807.06	1
goods	2026-02	902	1	1440.00	1072.00	1
goods	2026-02	909	1	820.00	320.00	1
goods	2026-02	916	2	1349.00	448.00	2
goods	2026-02	921	1	1100.00	420.00	1
goods	2026-02	927	1	816.11	324.92	1
goods	2026-02	958	2	2190.00	692.00	2
goods	2026-02	983	1	1068.00	321.00	1
goods	2026-02	989	1	1670.00	680.00	1
goods	2026-02	991	8	3931.41	1568.82	8
goods	2026-02	996	1	364.00	237.00	1
goods	2026-03	1007	1	975.00	525.00	1
goods	2026-03	1008	1	948.90	549.00	1
goods	2026-03	1011	2	3529.71	2421.71	2
goods	2026-03	1026	1	789.00	315.00	1
goods	2026-03	1035	1	1533.00	592.00	1
goods	2026-03	1052	2	2760.00	1350.00	2
goods	2026-03	1054	5	3750.00	1080.00	3
goods	2026-03	1063	1	1050.00	818.00	1
goods	2026-03	1066	1	2220.00	2200.00	1
goods	2026-03	1074	1	600.00	295.00	1
goods	2026-03	1082	1	1420.00	660.00	1
goods	2026-03	1086	1	909.00	430.00	1
goods	2026-03	1087	2	2153.00	984.00	2
goods	2026-03	1111	1	1590.00	930.00	1
goods	2026-03	1113	1	2810.00	1023.46	1
goods	2026-03	1145	1	2020.00	1400.00	1
goods	2026-03	115	1	620.00	305.00	1
goods	2026-03	1153	1	550.00	179.00	1
goods	2026-03	117	1	434.06	158.02	1
goods	2026-03	1190	5	3247.21	1263.00	5
goods	2026-03	1191	4	2990.00	1011.00	3
goods	2026-03	1192	1	749.00	375.00	1
goods	2026-03	1193	4	3528.82	1504.82	4
goods	2026-03	1209	1	2400.00	1150.00	1
goods	2026-03	1228	1	255.00	130.00	1
goods	2026-03	1239	1	2770.00	1080.00	1
goods	2026-03	1241	1	1820.00	1349.00	1
goods	2026-03	1243	1	467.11	224.59	1
goods	2026-03	1244	2	6630.23	3117.74	2
goods	2026-03	1245	1	2650.00	1020.00	1
goods	2026-03	1249	1	741.00	400.00	1
goods	2026-03	1265	1	705.00	360.00	1
goods	2026-03	1272	3	3649.00	1693.00	3
goods	2026-03	1276	1	850.00	415.00	1
goods	2026-03	1281	1	1380.00	1300.00	1
goods	2026-03	1314	1	2500.00	1200.00	1
goods	2026-03	1318	1	760.00	745.00	1
goods	2026-03	1321	1	940.00	465.00	1
goods	2026-03	13218	1	860.00	320.00	1
goods	2026-03	1339	1	1500.00	735.00	1
goods	2026-03	1342	1	1670.00	640.00	1
goods	2026-03	1349	1	1920.00	900.00	1
goods	2026-03	1352	2	980.00	545.00	2
goods	2026-03	1353	2	1249.80	655.00	2
goods	2026-03	1372	1	3260.00	1525.00	1
goods	2026-03	138	2	968.00	205.00	1
goods	2026-03	1380	2	3085.00	799.00	1
goods	2026-03	1382	1	1570.00	600.00	1
goods	2026-03	1386	2	5836.00	5357.00	2
goods	2026-03	1389	1	1820.00	704.00	1
goods	2026-03	1398	1	1501.00	729.00	1
goods	2026-03	140	1	990.00	376.00	1
goods	2026-03	1403	2	3670.42	1788.88	2
goods	2026-03	1407	1	1880.00	1620.00	1
goods	2026-03	145	1	663.00	330.00	1
goods	2026-03	1453	1	1480.00	340.00	1
goods	2026-03	1467	5	3991.00	2114.00	5
goods	2026-03	1470	4	4436.00	1415.00	3
goods	2026-03	1471	4	6409.00	3368.00	4
goods	2026-03	1472	5	3072.04	1269.37	5
goods	2026-03	1473	1	820.00	485.00	1
goods	2026-03	1476	1	2019.90	909.90	1
goods	2026-03	1479	1	2700.00	1250.00	1
goods	2026-03	1482	1	153.00	13.00	1
goods	2026-03	1485	1	4405.36	1997.68	1
goods	2026-03	1488	1	228.99	131.93	1
goods	2026-03	1491	1	1133.50	765.50	1
goods	2026-03	1504	2	3594.00	1640.00	2
goods	2026-03	1508	1	1433.12	851.06	1
goods	2026-03	1509	1	1550.00	1368.00	1
goods	2026-03	1512	2	2160.00	940.00	2
goods	2026-03	1513	1	1710.00	656.00	1
goods	2026-03	1517	1	440.00	0.00	0
goods	2026-03	1518	1	340.00	240.00	1
goods	2026-03	1521	2	2700.00	1130.00	2
goods	2026-03	1522	1	1570.00	640.00	1
goods	2026-03	1523	3	3235.00	1315.00	3
goods	2026-03	1525	1	410.00	2.00	1
goods	2026-03	1528	1	1890.00	0.00	0
goods	2026-03	1539	1	1503.00	738.00	1
goods	2026-03	1545	1	1140.00	555.00	1
goods	2026-03	1546	2	3780.00	1225.83	2
goods	2026-03	1549	2	2500.00	1840.00	2
goods	2026-03	156	1	358.00	59.00	1
goods	2026-03	1565	1	329.94	54.98	1
goods	2026-03	1566	3	1850.00	768.00	2
goods	2026-03	1569	1	1500.00	700.00	1
goods	2026-03	1594	4	3832.00	1005.00	3
goods	2026-03	1604	1	1108.64	599.32	1
goods	2026-03	1613	1	1900.00	875.00	1
goods	2026-03	1639	1	714.20	303.64	1
goods	2026-03	1646	4	4748.54	2270.00	3
goods	2026-03	1659	2	4900.00	2285.00	2
goods	2026-03	1663	2	3070.00	1848.00	2
goods	2026-03	1673	2	3070.00	690.00	1
goods	2026-03	1676	1	5290.00	2520.00	1
goods	2026-03	1687	1	440.00	0.00	0
goods	2026-03	1723	1	650.00	0.00	0
goods	2026-03	1727	1	4117.98	1847.98	1
goods	2026-03	1728	1	406.00	0.00	0
goods	2026-03	1737	1	456.00	73.00	1
goods	2026-03	1768	1	296.00	116.00	1
goods	2026-03	1769	1	450.00	176.00	1
goods	2026-03	1780	1	720.00	285.00	1
goods	2026-03	1794	5	2554.03	928.03	4
goods	2026-03	1795	1	620.00	305.00	1
goods	2026-03	1797	1	555.00	269.00	1
goods	2026-03	1798	1	760.00	523.00	1
goods	2026-03	1805	1	748.00	364.00	1
goods	2026-03	1813	1	320.00	150.00	1
goods	2026-03	1851	1	570.00	280.00	1
goods	2026-03	1860	1	700.00	335.00	1
goods	2026-03	1861	2	1275.00	220.00	1
goods	2026-03	1869	2	834.10	197.85	1
goods	2026-03	1877	1	825.00	500.00	1
goods	2026-03	1879	2	1966.00	480.00	1
goods	2026-03	188	1	980.00	389.00	1
goods	2026-03	1883	1	2460.00	2400.00	1
goods	2026-03	1884	1	6036.00	2130.00	1
goods	2026-03	1920	1	2650.00	2080.00	1
goods	2026-03	1935	1	3530.00	3330.00	1
goods	2026-03	1942	2	6123.48	2709.74	2
goods	2026-03	1943	1	1880.00	1098.00	1
goods	2026-03	1967	1	480.00	131.00	1
goods	2026-03	1975	1	692.36	290.55	1
goods	2026-03	1981	1	1780.00	865.00	1
goods	2026-03	1991	1	1368.94	538.47	1
goods	2026-03	1993	1	1840.00	1530.00	1
goods	2026-03	1994	1	1630.00	640.00	1
goods	2026-03	1995	2	1560.00	642.00	2
goods	2026-03	1997	1	2493.00	1275.00	1
goods	2026-03	2001	1	1880.00	1780.00	1
goods	2026-03	2004	3	3967.59	2159.72	3
goods	2026-03	2006	2	2719.19	2070.19	2
goods	2026-03	2010	1	470.00	225.00	1
goods	2026-03	2014	1	2410.00	944.00	1
goods	2026-03	2015	1	1323.00	525.00	1
goods	2026-03	2020	1	1290.00	1250.00	1
goods	2026-03	2023	5	9600.00	5686.00	5
goods	2026-03	2042	2	3740.00	2020.00	2
goods	2026-03	2043	3	6128.62	4561.62	3
goods	2026-03	2046	2	3482.80	1492.96	2
goods	2026-03	2047	2	2793.00	1340.00	2
goods	2026-03	2050	3	4520.00	2107.00	3
goods	2026-03	2052	1	2345.00	1175.00	1
goods	2026-03	2061	1	1510.00	1280.00	1
goods	2026-03	2125	24	16487.49	8435.91	22
goods	2026-03	2126	11	7643.53	4140.00	10
goods	2026-03	2127	4	2510.22	1011.68	3
goods	2026-03	2129	1	1075.00	320.00	1
goods	2026-03	2138	1	660.00	325.00	1
goods	2026-03	214	1	380.00	126.00	1
goods	2026-03	2140	1	970.00	950.00	1
goods	2026-03	2141	2	901.84	276.00	2
goods	2026-03	2146	2	3297.19	672.19	1
goods	2026-03	215	1	289.00	230.00	1
goods	2026-03	2151	1	578.00	285.00	1
goods	2026-03	2152	1	445.00	0.00	0
goods	2026-03	2154	2	2470.00	1915.00	2
goods	2026-03	2155	1	910.00	348.00	1
goods	2026-03	2157	1	3700.00	1700.00	1
goods	2026-03	2158	1	1630.00	1440.00	1
goods	2026-03	2159	4	6560.00	3310.00	4
goods	2026-03	2160	2	1990.00	927.00	2
goods	2026-03	2163	1	299.00	0.00	0
goods	2026-03	2164	1	700.00	335.00	1
goods	2026-03	2168	2	815.16	389.29	2
goods	2026-03	2170	23	18706.52	8767.47	19
goods	2026-03	2176	3	1492.52	1027.22	3
goods	2026-03	2182	1	853.34	419.17	1
goods	2026-03	2183	1	860.00	850.00	1
goods	2026-03	2191	2	657.00	319.00	2
goods	2026-03	2195	2	5566.18	3430.18	2
goods	2026-03	2226	1	1210.00	580.00	1
goods	2026-03	2236	7	10783.08	5812.80	6
goods	2026-03	2241	11	16554.02	11019.08	11
goods	2026-03	2242	16	24761.74	15637.18	16
goods	2026-03	2243	1	1010.00	450.00	1
goods	2026-03	2244	6	6228.00	4786.35	6
goods	2026-03	2245	2	3129.00	1318.00	2
goods	2026-03	2246	8	9656.28	5333.61	8
goods	2026-03	2247	4	4727.42	2169.64	4
goods	2026-03	225	1	494.00	193.00	1
goods	2026-03	2272	1	1360.00	504.00	1
goods	2026-03	231	2	2216.00	700.00	2
goods	2026-03	233	1	1251.68	477.92	1
goods	2026-03	234	4	7911.00	5049.00	4
goods	2026-03	2346	1	1389.00	644.00	1
goods	2026-03	2347	2	1750.00	865.00	2
goods	2026-03	235	3	5530.76	3705.38	3
goods	2026-03	236	2	3580.00	1860.00	2
goods	2026-03	242	1	984.60	660.00	1
goods	2026-03	2434	1	2250.00	860.00	1
goods	2026-03	2488	4	2330.72	1495.08	4
goods	2026-03	2489	121	128775.89	70912.85	113
goods	2026-03	2493	1	1499.30	699.65	1
goods	2026-03	2499	4	2482.00	996.00	4
goods	2026-03	2501	3	4854.00	3100.00	3
goods	2026-03	2502	1	1220.00	600.00	1
goods	2026-03	2503	4	6391.80	2587.90	3
goods	2026-03	2504	2	436.21	174.20	1
goods	2026-03	2509	4	5378.00	3280.00	4
goods	2026-03	252	2	2830.00	1745.00	2
goods	2026-03	2525	18	30811.97	19430.94	17
goods	2026-03	2527	2	1022.00	510.11	2
goods	2026-03	2529	2	750.00	255.61	2
goods	2026-03	2530	1	990.00	500.00	1
goods	2026-03	2533	1	2894.43	1400.00	1
goods	2026-03	2538	1	4047.00	2925.00	1
goods	2026-03	2543	1	880.00	332.00	1
goods	2026-03	2547	1	320.00	155.00	1
goods	2026-03	2568	1	720.00	415.00	1
goods	2026-03	2570	6	9318.10	5886.00	6
goods	2026-03	258	1	320.00	155.00	1
goods	2026-03	259	3	10760.00	4930.00	3
goods	2026-03	2607	2	1409.31	669.53	2
goods	2026-03	267	1	2620.00	0.00	0
goods	2026-03	28142	1	2251.89	1049.58	1
goods	2026-03	282	1	457.00	225.00	1
goods	2026-03	302	2	2608.02	1094.91	2
goods	2026-03	310	1	630.00	300.00	1
goods	2026-03	311	3	2398.00	1104.00	3
goods	2026-03	312	1	946.00	470.00	1
goods	2026-03	328	1	604.00	0.00	0
goods	2026-03	341	2	3057.16	2160.00	2
goods	2026-03	346	3	1179.65	319.65	2
goods	2026-03	351	1	1089.00	430.00	1
goods	2026-03	353	2	1020.00	755.00	2
goods	2026-03	3533	1	3501.00	2094.00	1
goods	2026-03	355	2	1299.00	590.00	2
goods	2026-03	356	2	1270.00	545.00	2
goods	2026-03	3745	4	4527.00	2115.00	4
goods	2026-03	3748	1	1210.00	595.00	1
goods	2026-03	385	1	860.00	320.00	1
goods	2026-03	401	1	1449.00	784.00	1
goods	2026-03	40894	1	410.00	160.00	1
goods	2026-03	412	4	3236.00	833.94	4
goods	2026-03	413	3	3165.00	1378.00	3
goods	2026-03	414	1	1010.00	682.27	1
goods	2026-03	41552	2	3200.00	1275.00	2
goods	2026-03	417	1	1340.00	620.00	1
goods	2026-03	425	1	1380.00	520.00	1
goods	2026-03	426	6	6794.50	3136.85	6
goods	2026-03	427	4	4016.79	2395.65	4
goods	2026-03	431	1	1258.00	312.00	1
goods	2026-03	436	3	2752.80	1762.00	3
goods	2026-03	439	1	2730.00	0.00	0
goods	2026-03	443	1	650.00	248.00	1
goods	2026-03	444	1	2690.00	1250.00	1
goods	2026-03	454	1	460.00	132.00	1
goods	2026-03	456	1	477.00	371.00	1
goods	2026-03	462	1	3475.00	1300.00	1
goods	2026-03	463	1	1594.00	772.00	1
goods	2026-03	477	2	3182.00	1600.00	2
goods	2026-03	481	1	1930.00	865.00	1
goods	2026-03	489	1	598.00	369.00	1
goods	2026-03	513	1	950.00	360.00	1
goods	2026-03	514	1	221.00	35.00	1
goods	2026-03	527	1	1768.00	835.00	1
goods	2026-03	530	1	900.00	320.00	1
goods	2026-03	531	2	2051.00	994.00	2
goods	2026-03	535	1	1037.98	548.38	1
goods	2026-03	558	1	350.00	128.00	1
goods	2026-03	566	1	320.00	162.84	1
goods	2026-03	600	1	420.00	200.00	1
goods	2026-03	605	1	3071.00	1330.00	1
goods	2026-03	607	1	1640.00	800.00	1
goods	2026-03	644	1	3776.00	1740.00	1
goods	2026-03	646	1	246.00	0.00	0
goods	2026-03	654	1	1905.00	930.00	1
goods	2026-03	657	2	4795.03	2502.00	2
goods	2026-03	660	2	4138.72	2233.36	2
goods	2026-03	669	3	3264.81	585.81	2
goods	2026-03	681	1	1638.00	794.23	1
goods	2026-03	684	4	4759.00	3085.00	4
goods	2026-03	685	2	2550.00	590.00	1
goods	2026-03	687	3	7487.00	3888.00	3
goods	2026-03	696	1	1660.00	0.00	0
goods	2026-03	736	1	2680.00	2480.00	1
goods	2026-03	744	1	480.00	235.00	1
goods	2026-03	766	1	1350.00	520.00	1
goods	2026-03	767	1	194.00	70.00	1
goods	2026-03	773	1	1260.00	400.00	1
goods	2026-03	778	1	995.00	490.00	1
goods	2026-03	783	2	4750.00	2976.00	2
goods	2026-03	789	1	247.00	109.00	1
goods	2026-03	793	1	800.00	308.00	1
goods	2026-03	816	2	2498.00	969.00	2
goods	2026-03	818	1	2090.00	1000.00	1
goods	2026-03	840	1	1640.00	800.00	1
goods	2026-03	842	1	1040.00	563.42	1
goods	2026-03	843	1	1325.00	565.00	1
goods	2026-03	847	1	1095.48	538.62	1
goods	2026-03	858	1	488.96	243.24	1
goods	2026-03	862	1	548.00	0.00	0
goods	2026-03	866	5	7378.00	3779.00	5
goods	2026-03	872	1	610.00	240.00	1
goods	2026-03	883	2	7150.00	4804.00	2
goods	2026-03	884	1	680.00	130.00	1
goods	2026-03	885	1	1430.00	560.00	1
goods	2026-03	895	1	862.52	608.52	1
goods	2026-03	89625	2	713.00	355.00	2
goods	2026-03	901	1	1390.00	645.00	1
goods	2026-03	905	1	1535.00	750.00	1
goods	2026-03	983	1	735.00	350.00	1
goods	2026-03	991	5	2858.00	1812.00	5
goods	2026-04	NULL	1	821.00	567.00	0
goods	2026-04	1003	1	717.80	419.45	1
goods	2026-04	1008	2	2278.00	1199.00	2
goods	2026-04	1021	2	1972.26	873.48	2
goods	2026-04	1022	1	320.00	0.00	0
goods	2026-04	1027	1	559.00	324.00	1
goods	2026-04	1054	1	743.00	427.00	1
goods	2026-04	10678	1	1699.00	1013.00	1
goods	2026-04	10680	1	1780.00	1750.00	1
goods	2026-04	10683	2	2070.00	1308.00	2
goods	2026-04	10695	1	1500.00	871.00	1
goods	2026-04	1071	1	233.80	119.90	1
goods	2026-04	10720	1	1790.00	1584.00	1
goods	2026-04	10729	1	710.00	408.00	1
goods	2026-04	1074	2	1366.00	970.00	2
goods	2026-04	1076	1	1700.00	984.00	1
goods	2026-04	108	1	260.00	80.00	1
goods	2026-04	1086	1	890.00	280.00	1
goods	2026-04	1087	1	1074.00	696.00	1
goods	2026-04	1095	1	1350.00	780.00	1
goods	2026-04	1104	2	2235.27	951.09	2
goods	2026-04	1131	1	1834.00	1072.00	1
goods	2026-04	115	1	520.00	348.00	1
goods	2026-04	1159	1	3569.00	2082.00	1
goods	2026-04	1186	1	2350.00	1230.00	1
goods	2026-04	1190	2	1319.00	762.00	2
goods	2026-04	1191	3	1980.00	1093.00	3
goods	2026-04	1193	1	610.00	300.00	1
goods	2026-04	1211	1	1670.00	805.00	1
goods	2026-04	1236	1	1853.00	1245.00	1
goods	2026-04	1239	2	5865.00	3411.00	2
goods	2026-04	1249	1	1130.00	660.00	1
goods	2026-04	1254	1	1510.00	876.00	1
goods	2026-04	1255	1	1930.00	1295.00	1
goods	2026-04	1272	1	1260.00	620.00	1
goods	2026-04	1276	1	2380.00	1165.00	1
goods	2026-04	1294	1	730.00	3.00	1
goods	2026-04	1297	1	960.00	318.00	1
goods	2026-04	130	1	460.00	308.00	1
goods	2026-04	1312	1	5360.00	1608.00	1
goods	2026-04	1319	1	470.00	270.00	1
goods	2026-04	13218	1	910.00	534.00	1
goods	2026-04	1331	2	760.00	407.00	2
goods	2026-04	13411	4	4530.00	2901.00	4
goods	2026-04	13414	2	2620.00	2022.00	2
goods	2026-04	1342	1	1670.00	960.00	1
goods	2026-04	1352	1	410.00	200.00	1
